degree_id,degree_code,degree_name,level,stream,state_relevance,source,source_url,verification_note
INDDEG0017,BA Geography & Environment,Bachelor of Arts (Geography & Environment),UG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0018,BA Fine Arts,Bachelor of Arts (Fine Arts),UG,Fine Arts,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0019,BA Music,Bachelor of Arts (Music),UG,Fine Arts,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0020,BA Dance,Bachelor of Arts (Dance),UG,Fine Arts,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0021,BFA,Bachelor of Fine Arts,UG,Fine Arts,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0022,BPA,Bachelor of Performing Arts,UG,Performing Arts,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0023,B.Com,Bachelor of Commerce,UG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0024,B.Com Accounting,Bachelor of Commerce (Accounting),UG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0025,B.Com Computer Applications,Bachelor of Commerce (Computer Applications),UG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0026,B.Com Banking & Insurance,Bachelor of Commerce (Banking & Insurance),UG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0027,B.Com Taxation,Bachelor of Commerce (Taxation),UG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0028,B.Com Corporate Secretaryship,Bachelor of Commerce (Corporate Secretaryship),UG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0029,BBA,Bachelor of Business Administration,UG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0030,BBA Finance,Bachelor of Business Administration (Finance),UG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0031,BBA Marketing,Bachelor of Business Administration (Marketing),UG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0032,BBA HR,Bachelor of Business Administration (Human Resources),UG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0033,BBA International Business,Bachelor of Business Administration (International Business),UG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0034,BBA Entrepreneurship,Bachelor of Business Administration (Entrepreneurship),UG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0035,BCA,Bachelor of Computer Applications,UG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0036,BCA Data Science,Bachelor of Computer Applications (Data Science),UG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0037,BCA AI,Bachelor of Computer Applications (Artificial Intelligence),UG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0038,BCA Cyber Security,Bachelor of Computer Applications (Cyber Security),UG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0039,B.Sc,Bachelor of Science,UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0040,B.Sc Physics,Bachelor of Science (Physics),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0041,B.Sc Chemistry,Bachelor of Science (Chemistry),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0042,B.Sc Mathematics,Bachelor of Science (Mathematics),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0043,B.Sc Botany,Bachelor of Science (Botany),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0044,B.Sc Zoology,Bachelor of Science (Zoology),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0045,B.Sc Biology,Bachelor of Science (Biology),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0046,B.Sc Biotechnology,Bachelor of Science (Biotechnology),UG,Life Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0047,B.Sc Microbiology,Bachelor of Science (Microbiology),UG,Life Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0048,B.Sc Biochemistry,Bachelor of Science (Biochemistry),UG,Life Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0049,B.Sc Computer Science,Bachelor of Science (Computer Science),UG,Computer Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0050,B.Sc IT,Bachelor of Science (Information Technology),UG,Computer Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0051,B.Sc Data Science,Bachelor of Science (Data Science),UG,Data Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0052,B.Sc Statistics,Bachelor of Science (Statistics),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0053,B.Sc Geology,Bachelor of Science (Geology),UG,Earth Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0054,B.Sc Geography,Bachelor of Science (Geography),UG,Earth Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0055,B.Sc Environmental Science,Bachelor of Science (Environmental Science),UG,Environmental Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0056,B.Sc Agriculture,Bachelor of Science (Agriculture),UG,Agriculture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0057,B.Sc Horticulture,Bachelor of Science (Horticulture),UG,Agriculture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0058,B.Sc Forestry,Bachelor of Science (Forestry),UG,Agriculture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0059,B.Sc Food Technology,Bachelor of Science (Food Technology),UG,Food Technology,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0060,B.Sc Nutrition,Bachelor of Science (Nutrition & Dietetics),UG,Allied Health,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0061,B.Sc Home Science,Bachelor of Science (Home Science),UG,Home Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0062,B.Sc Fashion Design,Bachelor of Science (Fashion Design),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0063,B.Tech CSE,Bachelor of Technology (Computer Science & Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0064,B.Tech AI,Bachelor of Technology (Artificial Intelligence),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0065,B.Tech AI & DS,Bachelor of Technology (AI & Data Science),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0066,B.Tech IT,Bachelor of Technology (Information Technology),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0067,B.Tech ECE,Bachelor of Technology (Electronics & Communication Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0068,B.Tech EE,Bachelor of Technology (Electrical Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0069,B.Tech ME,Bachelor of Technology (Mechanical Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0070,B.Tech CE,Bachelor of Technology (Civil Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0071,B.Tech Chemical,Bachelor of Technology (Chemical Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0072,B.Tech Biotechnology,Bachelor of Technology (Biotechnology),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0073,B.Tech Food Technology,Bachelor of Technology (Food Technology),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0074,B.Tech Mining,Bachelor of Technology (Mining Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0075,B.Tech Agriculture,Bachelor of Technology (Agricultural Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0076,B.Tech Textile,Bachelor of Technology (Textile Technology),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0077,BE CSE,Bachelor of Engineering (Computer Science & Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0078,BE ECE,Bachelor of Engineering (Electronics & Communication Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0079,BE Mechanical,Bachelor of Engineering (Mechanical Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0080,BE Civil,Bachelor of Engineering (Civil Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0081,B.Arch,Bachelor of Architecture,UG,Architecture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0082,B.Des,Bachelor of Design,UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0083,B.Des Fashion,Bachelor of Design (Fashion Design),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0084,B.Des Product,Bachelor of Design (Product Design),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0085,B.Des Communication,Bachelor of Design (Communication Design),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0086,B.Plan,Bachelor of Planning,UG,Planning,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0087,B.Pharm,Bachelor of Pharmacy,UG,Pharmacy,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0088,B.Pharm Ayurveda,Bachelor of Pharmacy (Ayurveda),UG,Pharmacy,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0089,Pharm.D,Doctor of Pharmacy,UG/Professional,Pharmacy,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0090,BPT,Bachelor of Physiotherapy,UG,Allied Health,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0091,BOT,Bachelor of Occupational Therapy,UG,Allied Health,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0092,BMLT,Bachelor of Medical Laboratory Technology,UG,Allied Health,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0093,B.Sc Nursing,Bachelor of Science (Nursing),UG,Nursing,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0094,B.Sc Post Basic Nursing,Bachelor of Science (Post Basic Nursing),UG,Nursing,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0095,GNM,General Nursing & Midwifery,Diploma,Nursing,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0096,BDS,Bachelor of Dental Surgery,UG/Professional,Dental,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0097,MBBS,Bachelor of Medicine and Bachelor of Surgery,UG/Professional,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0098,BAMS,Bachelor of Ayurvedic Medicine and Surgery,UG/Professional,AYUSH,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0099,BHMS,Bachelor of Homoeopathic Medicine and Surgery,UG/Professional,AYUSH,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0100,BUMS,Bachelor of Unani Medicine and Surgery,UG/Professional,AYUSH,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0101,BNYS,Bachelor of Naturopathy and Yogic Sciences,UG/Professional,AYUSH,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0102,BSMS,Bachelor of Siddha Medicine and Surgery,UG/Professional,AYUSH,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0103,LLB,Bachelor of Laws,UG/Professional,Law,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0104,BA LLB,Bachelor of Arts + Bachelor of Laws,UG/Professional,Law,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0105,BBA LLB,Bachelor of Business Administration + Bachelor of Laws,UG/Professional,Law,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0106,B.Com LLB,Bachelor of Commerce + Bachelor of Laws,UG/Professional,Law,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0107,B.Ed,Bachelor of Education,UG/Professional,Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0108,B.El.Ed,Bachelor of Elementary Education,UG,Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0109,B.P.Ed,Bachelor of Physical Education,UG/Professional,Physical Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0110,B.Lib.I.Sc,Bachelor of Library & Information Science,UG,Library Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0111,BSW,Bachelor of Social Work,UG,Social Work,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
