course_id,course_name,level,stream,scope,source,source_url,verification_status
COURSE040,B.Sc. Biology,UG,Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE041,B.Sc. Botany,UG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE042,B.Sc. Zoology,UG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE043,B.Sc. Biotechnology,UG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE044,B.Sc. Microbiology,UG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE045,B.Sc. Biochemistry,UG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE046,B.Sc. Computer Science,UG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE047,B.Sc. Information Technology,UG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE048,B.Sc. Data Science,UG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE049,B.Sc. Artificial Intelligence,UG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE050,B.Sc. Statistics,UG,Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE051,B.Sc. Electronics,UG,Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE052,B.Sc. Environmental Science,UG,Environmental Studies,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE053,B.Sc. Geology,UG,Earth Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE054,B.Sc. Food Technology,UG,Food Technology,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE055,B.Sc. Agriculture,UG,Agriculture,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE056,B.Sc. Horticulture,UG,Agriculture,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE057,B.Sc. Forestry,UG,Agriculture,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE058,B.Sc. Fisheries,UG,Agriculture,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE059,B.Tech. Computer Science & Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE060,B.Tech. Information Technology,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE061,B.Tech. Artificial Intelligence,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE062,B.Tech. Data Science,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE063,B.Tech. Electronics & Communication,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE064,B.Tech. Electrical Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE065,B.Tech. Mechanical Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE066,B.Tech. Civil Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE067,B.Tech. Chemical Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE068,B.Tech. Biotechnology,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE069,B.Tech. Aerospace Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE070,B.Tech. Automobile Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE071,B.Tech. Biomedical Engineering,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE072,B.Tech. Mechatronics,UG,Engineering,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE073,B.Arch.,UG,Architecture,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE074,B.Plan.,UG,Planning,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE075,B.Des. Fashion Design,UG,Design,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE076,B.Des. Product Design,UG,Design,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE077,B.Des. Communication Design,UG,Design,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE078,BFA,UG,Fine Arts,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE079,B.Voc. Retail Management,UG,Vocational,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE080,B.Voc. IT,UG,Vocational,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE081,B.Voc. Healthcare,UG,Vocational,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE082,B.Ed.,UG/Professional,Education,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE083,B.El.Ed.,UG/Professional,Education,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE084,B.P.Ed.,UG/Professional,Physical Education,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE085,B.Lib.I.Sc.,UG,Library Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE086,B.S.W.,UG,Social Work,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE087,LL.B.,UG/Professional,Law,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE088,B.A. LL.B.,Integrated,Law,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE089,B.B.A. LL.B.,Integrated,Law,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE090,B.Com. LL.B.,Integrated,Law,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE091,B.Sc. Nursing,UG/Professional,Nursing,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE092,B.Pharm.,UG/Professional,Pharmacy,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE093,Pharm.D,UG/Professional,Pharmacy,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE094,MBBS,UG/Professional,Medicine,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE095,BDS,UG/Professional,Dental,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE096,BAMS,UG/Professional,AYUSH,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE097,BHMS,UG/Professional,AYUSH,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE098,BUMS,UG/Professional,AYUSH,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE099,BNYS,UG/Professional,AYUSH,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE100,BPT,UG/Professional,Allied Health,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE101,BMLT,UG/Professional,Allied Health,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE102,BASLP,UG/Professional,Allied Health,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE103,B.Optom.,UG/Professional,Allied Health,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE104,BHM,UG/Professional,Hospitality,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE105,BTTM,UG/Professional,Tourism,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE106,M.A. English,PG,Arts & Humanities,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE107,M.A. Hindi,PG,Arts & Humanities,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE108,M.A. History,PG,Arts & Humanities,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE109,M.A. Political Science,PG,Social Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE110,M.A. Sociology,PG,Social Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE111,M.A. Economics,PG,Social Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE112,M.A. Psychology,PG,Social Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE113,M.A. Geography,PG,Social Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE114,M.A. Public Administration,PG,Social Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE115,M.A. Journalism & Mass Communication,PG,Media,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE116,M.Com,PG,Commerce,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE117,M.Com Accounting,PG,Commerce,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE118,MBA,PG,Management,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE119,MBA Finance,PG,Management,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE120,MBA Marketing,PG,Management,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE121,MBA Human Resource Management,PG,Management,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE122,MBA Business Analytics,PG,Management,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE123,MBA International Business,PG,Management,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE124,MCA,PG,Computer Applications,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE125,MCA Data Science,PG,Computer Applications,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE126,MCA Artificial Intelligence,PG,Computer Applications,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE127,M.Sc. Mathematics,PG,Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE128,M.Sc. Physics,PG,Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE129,M.Sc. Chemistry,PG,Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE130,M.Sc. Botany,PG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE131,M.Sc. Zoology,PG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE132,M.Sc. Biotechnology,PG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE133,M.Sc. Microbiology,PG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE134,M.Sc. Biochemistry,PG,Life Sciences,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE135,M.Sc. Computer Science,PG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE136,M.Sc. Information Technology,PG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE137,M.Sc. Data Science,PG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
COURSE138,M.Sc. Artificial Intelligence,PG,Computer Science,All India,UGC/AISHE-aligned national course catalogue,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Prototype catalogue; verify institution-specific availability and regulator approval.
